Location,X_Coord_ERTS89,Y_Coord_ERTS89,Year_of_Outbreak,Lat_WGS84,Lon_WGS84
A Coruña,2843040,2433930,1574,-8.395792,43.370905
Aachen,4044750,3081160,1517,6.081532,50.775454
Aachen,4044750,3081160,1622,6.081532,50.775454
Aachen,4044750,3081160,1401,6.081532,50.775454
Aachen,4044750,3081160,1428,6.081532,50.775454
Abbeville,3737760,3032250,1349,1.827856,50.109723
Abbeville,3737760,3032250,1481,1.827856,50.109723
Abbeville,3737760,3032250,1480,1.827856,50.109723
Abbeville,3737760,3032250,1582,1.827856,50.109723
Abbeville,3737760,3032250,1596,1.827856,50.109723
Abbeville,3737760,3032250,1546,1.827856,50.109723
Abbeville,3737760,3032250,1523,1.827856,50.109723
Abbeville,3737760,3032250,1596,1.827856,50.109723
Abbeville,3737760,3032250,1482,1.827856,50.109723
Abbeville,3737760,3032250,1635,1.827856,50.109723
Abbeville,3737760,3032250,1458,1.827856,50.109723
Abbeville,3737760,3032250,1483,1.827856,50.109723
Abbeville,3737760,3032250,1584,1.827856,50.109723
Abbeville,3737760,3032250,1599,1.827856,50.109723
Abbeville,3737760,3032250,1625,1.827856,50.109723
Abbeville,3737760,3032250,1636,1.827856,50.109723
Abbeville,3737760,3032250,1669,1.827856,50.109723
Abbeville,3737760,3032250,1637,1.827856,50.109723
Aberdeen,3592100,3844550,1500,-2.095482,57.147524
Aberdeen,3592100,3844550,1515,-2.095482,57.147524
Aberdeen,3592100,3844550,1539,-2.095482,57.147524
Aberdeen,3592100,3844550,1513,-2.095482,57.147524
Aberdeen,3592100,3844550,1498,-2.095482,57.147524
Aberdeen,3592100,3844550,1647,-2.095482,57.147524
Aberdeen,3592100,3844550,1546,-2.095482,57.147524
Aberdeen,3592100,3844550,1545,-2.095482,57.147524
Aberdeen,3592100,3844550,1584,-2.095482,57.147524
Aberdeen,3592100,3844550,1499,-2.095482,57.147524
Aberdeen,3592100,3844550,1604,-2.095482,57.147524
Aberdeen,3592100,3844550,1549,-2.095482,57.147524
Aberdeen,3592100,3844550,1530,-2.095482,57.147524
Abergavenny,3428780,3270500,1639,-3.020867,51.824898
Abingdon,3543880,3233570,1520,-1.284997,51.670062
Abrantes,2762810,2007000,1580,-8.197862,39.46444
Acerra,4690950,1994330,1656,14.377158,40.951713
Acomb,3549880,3607960,1631,-2.108942,54.992576
Agen,3571200,2390570,1519,0.612134,44.201523
Agen,3571200,2390570,1374,0.612134,44.201523
Agen,3571200,2390570,1515,0.612134,44.201523
Agen,3571200,2390570,1463,0.612134,44.201523
Agen,3571200,2390570,1522,0.612134,44.201523
Agen,3571200,2390570,1511,0.612134,44.201523
Agen,3571200,2390570,1562,0.612134,44.201523
Agen,3571200,2390570,1513,0.612134,44.201523
Agen,3571200,2390570,1530,0.612134,44.201523
Agen,3571200,2390570,1531,0.612134,44.201523
Agen,3571200,2390570,1537,0.612134,44.201523
Agen,3571200,2390570,1542,0.612134,44.201523
Agen,3571200,2390570,1555,0.612134,44.201523
Agen,3571200,2390570,1514,0.612134,44.201523
Agen,3571200,2390570,1510,0.612134,44.201523
Agen,3571200,2390570,1653,0.612134,44.201523
Agen,3571200,2390570,1545,0.612134,44.201523
Agen,3571200,2390570,1630,0.612134,44.201523
Agen,3571200,2390570,1494,0.612134,44.201523
Agen,3571200,2390570,1348,0.612134,44.201523
Agen,3571200,2390570,1492,0.612134,44.201523
Agen,3571200,2390570,1563,0.612134,44.201523
Agen,3571200,2390570,1586,0.612134,44.201523
Agen,3571200,2390570,1599,0.612134,44.201523
Agen,3571200,2390570,1606,0.612134,44.201523
Agen,3571200,2390570,1629,0.612134,44.201523
Agen,3571200,2390570,1585,0.612134,44.201523
Agen,3571200,2390570,1631,0.612134,44.201523
Agen,3571200,2390570,1632,0.612134,44.201523
Agen,3571200,2390570,1652,0.612134,44.201523
Agen,3571200,2390570,1491,0.612134,44.201523
Agen,3571200,2390570,1361,0.612134,44.201523
Agen,3571200,2390570,1621,0.612134,44.201523
Agen,3571200,2390570,1516,0.612134,44.201523
Agen,3571200,2390570,1628,0.612134,44.201523
Agrigento,4640490,1589380,1347,13.576944,37.311164
Alaise,4014780,2663910,1360,5.973881,47.013875
Alaise,4014780,2663910,1721,5.973881,47.013875
Alaise,4014780,2663910,1361,5.973881,47.013875
Alaise,4014780,2663910,1382,5.973881,47.013875
Alaise,4014780,2663910,1383,5.973881,47.013875
Alaise,4014780,2663910,1720,5.973881,47.013875
Alaise,4014780,2663910,1578,5.973881,47.013875
Alaise,4014780,2663910,1722,5.973881,47.013875
Alberstedt,4434070,3149880,1682,11.626615,51.448337
Albi,3690320,2346160,1463,2.148288,43.927385
Albi,3690320,2346160,1508,2.148288,43.927385
Albi,3690320,2346160,1586,2.148288,43.927385
Albi,3690320,2346160,1472,2.148288,43.927385
Albi,3690320,2346160,1348,2.148288,43.927385
Albi,3690320,2346160,1464,2.148288,43.927385
Albi,3690320,2346160,1549,2.148288,43.927385
Albi,3690320,2346160,1628,2.148288,43.927385
Albi,3690320,2346160,1630,2.148288,43.927385
Albi,3690320,2346160,1639,2.148288,43.927385
Albi,3690320,2346160,1631,2.148288,43.927385
Albi,3690320,2346160,1632,2.148288,43.927385
Albi,3690320,2346160,1587,2.148288,43.927385
Albi,3690320,2346160,1636,2.148288,43.927385
Albourne,3606460,3141690,1647,-0.203125,50.936992
Alcalá de Henares,3189000,2031790,1599,-3.364086,40.481671
Alcalá de Henares,3189000,2031790,1598,-3.364086,40.481671
Alcalá de Henares,3189000,2031790,1647,-3.364086,40.481671
Alcalá de Henares,3189000,2031790,1646,-3.364086,40.481671
Alcalá de Henares,3189000,2031790,1543,-3.364086,40.481671
Alcoi,3406910,1798060,1394,-0.477139,38.70198
Alcubierre,3452350,2138480,1650,-0.451439,41.806848
Aldborough,3732810,3341480,1637,1.242557,52.862509
Alençon,3589400,2862300,1638,0.083673,48.430684
Alés,3846630,2354020,1348,4.079001,44.127407
Alessandria,4211600,2423420,1523,8.61696,44.913232
Alessandria,4211600,2423420,1526,8.61696,44.913232
Alessandria,4211600,2423420,1524,8.61696,44.913232
Alessandria,4211600,2423420,1527,8.61696,44.913232
Alessandria,4211600,2423420,1478,8.61696,44.913232
Alessandria,4211600,2423420,1630,8.61696,44.913232
Alessandria,4211600,2423420,1525,8.61696,44.913232
Alexandrie,6227363,1155879,1799,29.919193,31.197993
Alexandrie,6227363,1155879,1816,29.919193,31.197993
Alexandrie,6227363,1155879,1572,29.919193,31.197993
Alexandrie,6227363,1155879,1723,29.919193,31.197993
Alexandrie,6227363,1155879,1818,29.919193,31.197993
Alexandrie,6227363,1155879,1656,29.919193,31.197993
Alexandrie,6227363,1155879,1705,29.919193,31.197993
Alexandrie,6227363,1155879,1704,29.919193,31.197993
Alexandrie,6227363,1155879,1706,29.919193,31.197993
Alexandrie,6227363,1155879,1832,29.919193,31.197993
Alexandrie,6227363,1155879,1817,29.919193,31.197993
Alexandrie,6227363,1155879,1797,29.919193,31.197993
Alexandrie,6227363,1155879,1796,29.919193,31.197993
Alexandrie,6227363,1155879,1833,29.919193,31.197993
Alexandrie,6227363,1155879,1814,29.919193,31.197993
Alexandrie,6227363,1155879,1812,29.919193,31.197993
Alexandrie,6227363,1155879,1781,29.919193,31.197993
Alexandrie,6227363,1155879,1573,29.919193,31.197993
Alexandrie,6227363,1155879,1653,29.919193,31.197993
Alexandrie,6227363,1155879,1654,29.919193,31.197993
Alexandrie,6227363,1155879,1655,29.919193,31.197993
Alexandrie,6227363,1155879,1348,29.919193,31.197993
Alexandrie,6227363,1155879,1662,29.919193,31.197993
Alexandrie,6227363,1155879,1701,29.919193,31.197993
Alexandrie,6227363,1155879,1815,29.919193,31.197993
Alexandrie,6227363,1155879,1759,29.919193,31.197993
Alexandrie,6227363,1155879,1798,29.919193,31.197993
Alexandrie,6227363,1155879,1810,29.919193,31.197993
Alexandrie,6227363,1155879,1813,29.919193,31.197993
Alexandrie,6227363,1155879,1361,29.919193,31.197993
Alexandrie,6227363,1155879,1795,29.919193,31.197993
Alexandrie,6227363,1155879,1834,29.919193,31.197993
Alexandrie,6227363,1155879,1784,29.919193,31.197993
Alexandrie,6227363,1155879,1348,29.919193,31.197993
Alexandrie,6227363,1155879,1783,29.919193,31.197993
Alexandrie,6227363,1155879,1560,29.919193,31.197993
Alexandrie,6227363,1155879,1561,29.919193,31.197993
Alexandrie,6227363,1155879,1564,29.919193,31.197993
Alexandrie,6227363,1155879,1693,29.919193,31.197993
Alexandrie,6227363,1155879,1697,29.919193,31.197993
Alexandrie,6227363,1155879,1703,29.919193,31.197993
Alexandrie,6227363,1155879,1357,29.919193,31.197993
Alger,3696099,1550265,1753,3.049991,36.76666
Alger,3696099,1550265,1553,3.049991,36.76666
Alger,3696099,1550265,1794,3.049991,36.76666
Alger,3696099,1550265,1795,3.049991,36.76666
Alger,3696099,1550265,1796,3.049991,36.76666
Alger,3696099,1550265,1797,3.049991,36.76666
Alger,3696099,1550265,1798,3.049991,36.76666
Alger,3696099,1550265,1780,3.049991,36.76666
Alger,3696099,1550265,1817,3.049991,36.76666
Alger,3696099,1550265,1756,3.049991,36.76666
Alger,3696099,1550265,1799,3.049991,36.76666
Alger,3696099,1550265,1816,3.049991,36.76666
Alger,3696099,1550265,1602,3.049991,36.76666
Alger,3696099,1550265,1765,3.049991,36.76666
Alger,3696099,1550265,1764,3.049991,36.76666
Alger,3696099,1550265,1758,3.049991,36.76666
Alger,3696099,1550265,1683,3.049991,36.76666
Alger,3696099,1550265,1755,3.049991,36.76666
Alger,3696099,1550265,1621,3.049991,36.76666
Alger,3696099,1550265,1754,3.049991,36.76666
Alger,3696099,1550265,1627,3.049991,36.76666
Alger,3696099,1550265,1819,3.049991,36.76666
Alger,3696099,1550265,1757,3.049991,36.76666
Alger,3696099,1550265,1643,3.049991,36.76666
Alger,3696099,1550265,1663,3.049991,36.76666
Alger,3696099,1550265,1786,3.049991,36.76666
Alger,3696099,1550265,1788,3.049991,36.76666
Alger,3696099,1550265,1783,3.049991,36.76666
Alger,3696099,1550265,1660,3.049991,36.76666
Alger,3696099,1550265,1694,3.049991,36.76666
Alger,3696099,1550265,1792,3.049991,36.76666
Alger,3696099,1550265,1609,3.049991,36.76666
Alger,3696099,1550265,1622,3.049991,36.76666
Alger,3696099,1550265,1623,3.049991,36.76666
Alger,3696099,1550265,1624,3.049991,36.76666
Alger,3696099,1550265,1626,3.049991,36.76666
Alger,3696099,1550265,1730,3.049991,36.76666
Alger,3696099,1550265,1642,3.049991,36.76666
Alger,3696099,1550265,1762,3.049991,36.76666
Alger,3696099,1550265,1665,3.049991,36.76666
Alger,3696099,1550265,1659,3.049991,36.76666
Alger,3696099,1550265,1690,3.049991,36.76666
Alger,3696099,1550265,1662,3.049991,36.76666
Alger,3696099,1550265,1664,3.049991,36.76666
Alger,3696099,1550265,1605,3.049991,36.76666
Alger,3696099,1550265,1666,3.049991,36.76666
Alger,3696099,1550265,1603,3.049991,36.76666
Alger,3696099,1550265,1673,3.049991,36.76666
Alger,3696099,1550265,1675,3.049991,36.76666
Alger,3696099,1550265,1676,3.049991,36.76666
Alger,3696099,1550265,1678,3.049991,36.76666
Alger,3696099,1550265,1680,3.049991,36.76666
Alger,3696099,1550265,1639,3.049991,36.76666
Alger,3696099,1550265,1699,3.049991,36.76666
Alger,3696099,1550265,1654,3.049991,36.76666
Alger,3696099,1550265,1700,3.049991,36.76666
Alger,3696099,1550265,1686,3.049991,36.76666
Alger,3696099,1550265,1681,3.049991,36.76666
Alger,3696099,1550265,1647,3.049991,36.76666
Alger,3696099,1550265,1641,3.049991,36.76666
Alger,3696099,1550265,1818,3.049991,36.76666
Alger,3696099,1550265,1640,3.049991,36.76666
Alger,3696099,1550265,1692,3.049991,36.76666
Alger,3696099,1550265,1682,3.049991,36.76666
Alger,3696099,1550265,1822,3.049991,36.76666
Alger,3696099,1550265,1731,3.049991,36.76666
Alger,3696099,1550265,1723,3.049991,36.76666
Alger,3696099,1550265,1785,3.049991,36.76666
Alger,3696099,1550265,1738,3.049991,36.76666
Alger,3696099,1550265,1717,3.049991,36.76666
Alger,3696099,1550265,1752,3.049991,36.76666
Alger,3696099,1550265,1751,3.049991,36.76666
Alger,3696099,1550265,1749,3.049991,36.76666
Alger,3696099,1550265,1742,3.049991,36.76666
Alger,3696099,1550265,1702,3.049991,36.76666
Alger,3696099,1550265,1740,3.049991,36.76666
Alger,3696099,1550265,1701,3.049991,36.76666
Alger,3696099,1550265,1698,3.049991,36.76666
Alger,3696099,1550265,1693,3.049991,36.76666
Alger,3696099,1550265,1732,3.049991,36.76666
Alger,3696099,1550265,1697,3.049991,36.76666
Alger,3696099,1550265,1695,3.049991,36.76666
Alger,3696099,1550265,1691,3.049991,36.76666
Alger,3696099,1550265,1741,3.049991,36.76666
Alger,3696099,1550265,1563,3.049991,36.76666
Alger,3696099,1550265,1620,3.049991,36.76666
Alger,3696099,1550265,1613,3.049991,36.76666
Alger,3696099,1550265,1611,3.049991,36.76666
Alger,3696099,1550265,1590,3.049991,36.76666
Alger,3696099,1550265,1567,3.049991,36.76666
Alger,3696099,1550265,1530,3.049991,36.76666
Alger,3696099,1550265,1565,3.049991,36.76666
Alger,3696099,1550265,1591,3.049991,36.76666
Alger,3696099,1550265,1793,3.049991,36.76666
Alger,3696099,1550265,1552,3.049991,36.76666
Alger,3696099,1550265,1630,3.049991,36.76666
Alger,3696099,1550265,1820,3.049991,36.76666
Alger,3696099,1550265,1556,3.049991,36.76666
Alger,3696099,1550265,1555,3.049991,36.76666
Alger,3696099,1550265,1566,3.049991,36.76666
Alger,3696099,1550265,1575,3.049991,36.76666
Alger,3696099,1550265,1571,3.049991,36.76666
Alger,3696099,1550265,1592,3.049991,36.76666
Alger,3696099,1550265,1559,3.049991,36.76666
Alger,3696099,1550265,1574,3.049991,36.76666
Alger,3696099,1550265,1573,3.049991,36.76666
Alger,3696099,1550265,1572,3.049991,36.76666
Alger,3696099,1550265,1564,3.049991,36.76666
Alger,3696099,1550265,1601,3.049991,36.76666
Alger,3696099,1550265,1743,3.049991,36.76666
Alger,3696099,1550265,1554,3.049991,36.76666
Alger,3696099,1550265,1561,3.049991,36.76666
Alghero,4178230,1941700,1652,8.322171,40.558025
Alghero,4178230,1941700,1424,8.322171,40.558025
Alhama de Granada,3073320,1662050,1599,-3.988346,37.002567
Alicante,3408810,1763910,1648,-0.407635,38.397895
Alicante,3408810,1763910,1647,-0.407635,38.397895
Alicante,3408810,1763910,1348,-0.407635,38.397895
Allhallows,3672740,3192470,1548,0.641428,51.468286
Allhallows,3672740,3192470,1605,0.641428,51.468286
Allhallows,3672740,3192470,1547,0.641428,51.468286
Almendralejo,2896780,1887830,1581,-6.405657,38.689872
Almería,3204930,1620910,1599,-2.467917,36.840204
Almería,3204930,1620910,1348,-2.467917,36.840204
Altenburg,4492580,3100740,1522,12.444306,50.992182
Altenburg,4492580,3100740,1506,12.444306,50.992182
Altenburg,4492580,3100740,1539,12.444306,50.992182
Altenburg,4492580,3100740,1679,12.444306,50.992182
Altenburg,4492580,3100740,1542,12.444306,50.992182
Aluksne,5335290,3934870,1350,27.048739,57.420556
Alvor,2673450,1762950,1580,-8.593998,37.128723
Amaroni,4884100,1769180,1656,16.448874,38.794243
Amberg,4455620,2927200,1634,11.85613,49.442391
Amberg,4455620,2927200,1606,11.85613,49.442391
Amberg,4455620,2927200,1605,11.85613,49.442391
Amboise,3641770,2741080,1469,0.98111,47.410343
Amiens,3768410,3004750,1584,2.294192,49.893892
Amiens,3768410,3004750,1501,2.294192,49.893892
Amiens,3768410,3004750,1493,2.294192,49.893892
Amiens,3768410,3004750,1492,2.294192,49.893892
Amiens,3768410,3004750,1484,2.294192,49.893892
Amiens,3768410,3004750,1483,2.294192,49.893892
Amiens,3768410,3004750,1623,2.294192,49.893892
Amiens,3768410,3004750,1592,2.294192,49.893892
Amiens,3768410,3004750,1596,2.294192,49.893892
Amiens,3768410,3004750,1632,2.294192,49.893892
Amiens,3768410,3004750,1669,2.294192,49.893892
Amiens,3768410,3004750,1404,2.294192,49.893892
Amiens,3768410,3004750,1587,2.294192,49.893892
Amiens,3768410,3004750,1583,2.294192,49.893892
Amiens,3768410,3004750,1593,2.294192,49.893892
Amiens,3768410,3004750,1595,2.294192,49.893892
Amiens,3768410,3004750,1596,2.294192,49.893892
Amiens,3768410,3004750,1597,2.294192,49.893892
Amiens,3768410,3004750,1598,2.294192,49.893892
Amiens,3768410,3004750,1586,2.294192,49.893892
Amiens,3768410,3004750,1412,2.294192,49.893892
Amiens,3768410,3004750,1668,2.294192,49.893892
Amiens,3768410,3004750,1633,2.294192,49.893892
Amiens,3768410,3004750,1594,2.294192,49.893892
Amiens,3768410,3004750,1467,2.294192,49.893892
Amiens,3768410,3004750,1545,2.294192,49.893892
Amiens,3768410,3004750,1548,2.294192,49.893892
Amiens,3768410,3004750,1553,2.294192,49.893892
Amiens,3768410,3004750,1401,2.294192,49.893892
Amiens,3768410,3004750,1559,2.294192,49.893892
Amiens,3768410,3004750,1521,2.294192,49.893892
Amiens,3768410,3004750,1561,2.294192,49.893892
Amiens,3768410,3004750,1562,2.294192,49.893892
Amiens,3768410,3004750,1564,2.294192,49.893892
Amiens,3768410,3004750,1572,2.294192,49.893892
Amiens,3768410,3004750,1576,2.294192,49.893892
Amiens,3768410,3004750,1579,2.294192,49.893892
Amiens,3768410,3004750,1544,2.294192,49.893892
Amiens,3768410,3004750,1558,2.294192,49.893892
Amiens,3768410,3004750,1552,2.294192,49.893892
Amiens,3768410,3004750,1411,2.294192,49.893892
Amiens,3768410,3004750,1349,2.294192,49.893892
Amiens,3768410,3004750,1418,2.294192,49.893892
Amiens,3768410,3004750,1433,2.294192,49.893892
Amiens,3768410,3004750,1454,2.294192,49.893892
Amiens,3768410,3004750,1455,2.294192,49.893892
Amiens,3768410,3004750,1457,2.294192,49.893892
Amiens,3768410,3004750,1533,2.294192,49.893892
Amiens,3768410,3004750,1463,2.294192,49.893892
Amiens,3768410,3004750,1522,2.294192,49.893892
Amiens,3768410,3004750,1640,2.294192,49.893892
Amiens,3768410,3004750,1473,2.294192,49.893892
Amiens,3768410,3004750,1635,2.294192,49.893892
Amiens,3768410,3004750,1581,2.294192,49.893892
Amiens,3768410,3004750,1624,2.294192,49.893892
Amiens,3768410,3004750,1639,2.294192,49.893892
Amiens,3768410,3004750,1637,2.294192,49.893892
Amiens,3768410,3004750,1636,2.294192,49.893892
Amiens,3768410,3004750,1599,2.294192,49.893892
Amiens,3768410,3004750,1619,2.294192,49.893892
Amiens,3768410,3004750,1631,2.294192,49.893892
Amiens,3768410,3004750,1630,2.294192,49.893892
Amiens,3768410,3004750,1628,2.294192,49.893892
Amiens,3768410,3004750,1557,2.294192,49.893892
Amiens,3768410,3004750,1626,2.294192,49.893892
Amiens,3768410,3004750,1560,2.294192,49.893892
Amiens,3768410,3004750,1582,2.294192,49.893892
Amiens,3768410,3004750,1634,2.294192,49.893892
Amiens,3768410,3004750,1462,2.294192,49.893892
Amiens,3768410,3004750,1520,2.294192,49.893892
Amiens,3768410,3004750,1519,2.294192,49.893892
Amiens,3768410,3004750,1515,2.294192,49.893892
Amiens,3768410,3004750,1514,2.294192,49.893892
Amiens,3768410,3004750,1506,2.294192,49.893892
Amiens,3768410,3004750,1627,2.294192,49.893892
Amiens,3768410,3004750,1480,2.294192,49.893892
Amstetten,4683550,2790820,1679,14.871503,48.123291
An Nás,3219300,3473010,1575,-6.661579,53.219288
Ancona,4605640,2285230,1526,13.518776,43.615869
Ancona,4605640,2285230,1528,13.518776,43.615869
Ancona,4605640,2285230,1348,13.518776,43.615869
Ancona,4605640,2285230,1457,13.518776,43.615869
Ancona,4605640,2285230,1529,13.518776,43.615869
Ancona,4605640,2285230,1494,13.518776,43.615869
Ancona,4605640,2285230,1522,13.518776,43.615869
Ancona,4605640,2285230,1527,13.518776,43.615869
Ancona,4605640,2285230,1446,13.518776,43.615869
Ancrum,3529950,3670410,1637,-2.589672,55.513644
Andernach,4136760,3039620,1634,7.406089,50.439191
Andernach,4136760,3039620,1450,7.406089,50.439191
Andújar,3086150,1775740,1681,-4.054392,38.036714
Andújar,3086150,1775740,1680,-4.054392,38.036714
Andújar,3086150,1775740,1602,-4.054392,38.036714
Angers,3528270,2762840,1629,-0.549015,47.469517
Angers,3528270,2762840,1439,-0.549015,47.469517
Angers,3528270,2762840,1605,-0.549015,47.469517
Angers,3528270,2762840,1349,-0.549015,47.469517
Angers,3528270,2762840,1438,-0.549015,47.469517
Angers,3528270,2762840,1602,-0.549015,47.469517
Angers,3528270,2762840,1638,-0.549015,47.469517
Angers,3528270,2762840,1520,-0.549015,47.469517
Angers,3528270,2762840,1603,-0.549015,47.469517
Angers,3528270,2762840,1562,-0.549015,47.469517
Angers,3528270,2762840,1489,-0.549015,47.469517
Angers,3528270,2762840,1532,-0.549015,47.469517
Angers,3528270,2762840,1488,-0.549015,47.469517
Angers,3528270,2762840,1598,-0.549015,47.469517
Angers,3528270,2762840,1591,-0.549015,47.469517
Angers,3528270,2762840,1599,-0.549015,47.469517
Angers,3528270,2762840,1585,-0.549015,47.469517
Angers,3528270,2762840,1563,-0.549015,47.469517
Angers,3528270,2762840,1551,-0.549015,47.469517
Angers,3528270,2762840,1568,-0.549015,47.469517
Angers,3528270,2762840,1519,-0.549015,47.469517
Angers,3528270,2762840,1518,-0.549015,47.469517
Angers,3528270,2762840,1515,-0.549015,47.469517
Angers,3528270,2762840,1514,-0.549015,47.469517
Angers,3528270,2762840,1508,-0.549015,47.469517
Angers,3528270,2762840,1473,-0.549015,47.469517
Angers,3528270,2762840,1472,-0.549015,47.469517
Angers,3528270,2762840,1463,-0.549015,47.469517
Angers,3528270,2762840,1450,-0.549015,47.469517
Angers,3528270,2762840,1521,-0.549015,47.469517
Angers,3528270,2762840,1584,-0.549015,47.469517
Angers,3528270,2762840,1639,-0.549015,47.469517
Angers,3528270,2762840,1627,-0.549015,47.469517
Angers,3528270,2762840,1630,-0.549015,47.469517
Angers,3528270,2762840,1626,-0.549015,47.469517
Angers,3528270,2762840,1631,-0.549015,47.469517
Angers,3528270,2762840,1632,-0.549015,47.469517
Angers,3528270,2762840,1636,-0.549015,47.469517
Angers,3528270,2762840,1448,-0.549015,47.469517
Angers,3528270,2762840,1606,-0.549015,47.469517
Angers,3528270,2762840,1449,-0.549015,47.469517
Angers,3528270,2762840,1583,-0.549015,47.469517
Angers,3528270,2762840,1530,-0.549015,47.469517
Angers,3528270,2762840,1628,-0.549015,47.469517
Angers,3528270,2762840,1487,-0.549015,47.469517
Angers,3528270,2762840,1486,-0.549015,47.469517
Angers,3528270,2762840,1501,-0.549015,47.469517
Angers,3528270,2762840,1485,-0.549015,47.469517
Angers,3528270,2762840,1407,-0.549015,47.469517
Angers,3528270,2762840,1646,-0.549015,47.469517
Angers,3528270,2762840,1607,-0.549015,47.469517
Angers,3528270,2762840,1531,-0.549015,47.469517
Angers,3528270,2762840,1600,-0.549015,47.469517
Angers,3528270,2762840,1499,-0.549015,47.469517
Angers,3528270,2762840,1637,-0.549015,47.469517
Angoulême,3555480,2554640,1648,0.160931,45.648371
Angoulême,3555480,2554640,1629,0.160931,45.648371
Angoulême,3555480,2554640,1649,0.160931,45.648371
Angoulême,3555480,2554640,1630,0.160931,45.648371
Angoulême,3555480,2554640,1585,0.160931,45.648371
Angoulême,3555480,2554640,1647,0.160931,45.648371
Angoulême,3555480,2554640,1590,0.160931,45.648371
Angoulême,3555480,2554640,1588,0.160931,45.648371
Angoulême,3555480,2554640,1587,0.160931,45.648371
Angoulême,3555480,2554640,1586,0.160931,45.648371
Angoulême,3555480,2554640,1584,0.160931,45.648371
Angoulême,3555480,2554640,1502,0.160931,45.648371
Angoulême,3555480,2554640,1583,0.160931,45.648371
Angoulême,3555480,2554640,1548,0.160931,45.648371
Angoulême,3555480,2554640,1547,0.160931,45.648371
Angoulême,3555480,2554640,1515,0.160931,45.648371
Angoulême,3555480,2554640,1546,0.160931,45.648371
Angoulême,3555480,2554640,1516,0.160931,45.648371
Angoulême,3555480,2554640,1650,0.160931,45.648371
Annecy,4020320,2539690,1630,6.128466,45.899649
Annecy,4020320,2539690,1598,6.128466,45.899649
Annonay,3902120,2473670,1527,4.668495,45.24032
Annonay,3902120,2473670,1531,4.668495,45.24032
Annonay,3902120,2473670,1549,4.668495,45.24032
Annonay,3902120,2473670,1632,4.668495,45.24032
Annonay,3902120,2473670,1348,4.668495,45.24032
Annonay,3902120,2473670,1565,4.668495,45.24032
Annonay,3902120,2473670,1631,4.668495,45.24032
Annonay,3902120,2473670,1522,4.668495,45.24032
Annonay,3902120,2473670,1586,4.668495,45.24032
Annonay,3902120,2473670,1633,4.668495,45.24032
Annonay,3902120,2473670,1506,4.668495,45.24032
Annonay,3902120,2473670,1472,4.668495,45.24032
Annonay,3902120,2473670,1465,4.668495,45.24032
Annonay,3902120,2473670,1455,4.668495,45.24032
Annonay,3902120,2473670,1629,4.668495,45.24032
Annonay,3902120,2473670,1495,4.668495,45.24032
Annonay,3902120,2473670,1374,4.668495,45.24032
Annonay,3902120,2473670,1630,4.668495,45.24032
Annonay,3902120,2473670,1483,4.668495,45.24032
Annonay,3902120,2473670,1361,4.668495,45.24032
Annonay,3902120,2473670,1628,4.668495,45.24032
Antequera,3023070,1673430,1680,-4.562842,37.019399
Antequera,3023070,1673430,1681,-4.562842,37.019399
Antequera,3023070,1673430,1678,-4.562842,37.019399
Antequera,3023070,1673430,1602,-4.562842,37.019399
Antequera,3023070,1673430,1601,-4.562842,37.019399
Antequera,3023070,1673430,1649,-4.562842,37.019399
Antequera,3023070,1673430,1600,-4.562842,37.019399
Aosta,4111650,2517370,1471,7.313275,45.735006
Appledore,3676820,3142670,1650,0.789598,51.029474
Apt,3950180,2318840,1592,5.393805,43.876514
Apt,3950180,2318840,1542,5.393805,43.876514
Apt,3950180,2318840,1492,5.393805,43.876514
Apt,3950180,2318840,1475,5.393805,43.876514
Apt,3950180,2318840,1721,5.393805,43.876514
Apt,3950180,2318840,1720,5.393805,43.876514
Apt,3950180,2318840,1631,5.393805,43.876514
Apt,3950180,2318840,1628,5.393805,43.876514
Apt,3950180,2318840,1589,5.393805,43.876514
Apt,3950180,2318840,1588,5.393805,43.876514
Apt,3950180,2318840,1587,5.393805,43.876514
Apt,3950180,2318840,1491,5.393805,43.876514
Apt,3950180,2318840,1482,5.393805,43.876514
Apt,3950180,2318840,1427,5.393805,43.876514
Apt,3950180,2318840,1483,5.393805,43.876514
Apt,3950180,2318840,1397,5.393805,43.876514
Apt,3950180,2318840,1398,5.393805,43.876514
Apt,3950180,2318840,1399,5.393805,43.876514
Apt,3950180,2318840,1361,5.393805,43.876514
Apt,3950180,2318840,1428,5.393805,43.876514
Apt,3950180,2318840,1429,5.393805,43.876514
Apt,3950180,2318840,1465,5.393805,43.876514
Apt,3950180,2318840,1527,5.393805,43.876514
Aquileia,4582980,2523210,1527,13.364685,45.768315
Aquileia,4582980,2523210,1359,13.364685,45.768315
Aquileia,4582980,2523210,1464,13.364685,45.768315
Aquileia,4582980,2523210,1383,13.364685,45.768315
Aquileia,4582980,2523210,1478,13.364685,45.768315
Aranda de Duero,3183910,2166720,1506,-3.686606,41.671724
Aranda de Duero,3183910,2166720,1507,-3.686606,41.671724
Arbúcies,3697850,2110270,1599,2.51435,41.817031
Arcos de la Frontera,2908010,1666370,1603,-5.812401,36.750783
Arena,4865210,1741950,1417,16.210411,38.562482
Arévalo,3087050,2116680,1507,-4.721738,41.064444
Arévalo,3087050,2116680,1506,-4.721738,41.064444
Arezzo,4472130,2264400,1389,11.86311,43.471213
Argentan,3586010,2897740,1550,-0.02528,48.742046
